label	parent	mass (kg)	epoch	sma (m)	ecc	inc(°)	lan(°)	aop(°)	ma(°)
1992 ps6	sol		9493.5	351478790989.66547	0.09507193	5.53382 1	45.77530	81.78666 2	1.7525897 1
lessing	sol		9493.5	360636753759.8815	0.17905535	3.52657 3	86.53414 2	43.32597	54.8609851 1
1992 us4	sol		9493.5	360635512097.5547	0.18867583	1.49186 1	80.44010 2	40.10207 2	89.7433147 1
1992 vd	sol		9493.5	396127846277.7227	0.08744685	3.52415 2	78.39379 2	72.47327	90.5666215 1
abekuniomi	sol		9493.5	385215100484.19574	0.11780034	14.78148 3	07.78350 3	51.81528 1	44.5279985 1
hoshikawa	sol		9493.5	427710604664.8042	0.02801067	1.59771 2	54.12547 1	27.14323 3	78.1198229 1
kogure	sol		9493.5	386431286293.62555	0.25115736	4.21986 1	81.72096 3	84.76567 2	32.6166345 1
jettaguilar	sol		9493.5	463057903709.3287	0.12634842	1.82498 2	01.15315 1	19.33021 2	11.3227888 1
1993 hl5	sol		9493.5	460195931885.1799	0.16857636	1.03653 2	42.85261 2	86.15044	40.0697867 1
pellegrini	sol		9493.5	356931408979.8743	0.17522177	11.67310	97.33471 3	4.10739 1	27.9441721 1
osaka	sol		9493.5	338080760810.41223	0.11401340	8.87305 2	16.07099 1	98.84288 1	93.8200262 1
sagamihara	sol		9493.5	341175282524.56415	0.10627501	3.79325 3	12.29982	18.24877 2	62.0829429 1
kuroiwa	sol		9493.5	333503858835.707	0.09685199	2.20672 2	56.21605 1	90.22373 2	62.6014505 1
torricelli	sol		9493.5	351272719922.7762	0.08715004	6.38604 2	26.23252	87.18433 1	62.3284480 1
misakatouge	sol		9493.5	353339638903.3027	0.14279208	5.79322	65.99577 2	68.70726	93.4610048 1
tetsufuse	sol		9493.5	391643410746.89716	0.06386805	4.49093	67.84878	64.49873	77.7596403 1
zavist	sol		9493.5	387428386021.41516	0.16188077	10.95501 3	47.80071 1	19.60995 1	75.7202212 1
laska	sol		9493.5	346286996887.0219	0.07442379	4.89350	91.10291 3	13.48879 1	34.6514198 1
inouehideo	sol		9493.5	475685938688.3019	0.13003338	0.76445 2	43.17797 1	33.39406	84.4336503 1
tsumura	sol		9493.5	437195259265.0549	0.03407474	1.35803 1	50.18052 3	73.40824 3	32.1226476 1
1996 tm10	sol		9493.5	417043334017.3087	0.16525414	8.99829	55.36339 1	0.51009 3	12.5936938 1
trajanus	sol		9493.5	328708783326.37274	0.24317170	1.18636 1	26.49646	09.73783 2	16.8306079 1
hadrianus	sol		9493.5	467209917811.6718	0.07006095	1.77620 3	77.06158	26.10707 1	40.0425695 1
marcusaurelius	sol		9493.5	357606903205.23315	0.09974294	6.64991	97.23772	8.55979 2	68.1728700 1
pollath	sol		9493.5	344412221411.62244	0.16345069	24.63155 2	73.26958	92.63351 2	11.6320059 1
dollen	sol		9493.5	332471753206.17346	0.19625321	6.26262	35.65631 3	26.18598 3	43.0821225 1
shilling	sol		9493.5	391780367597.523	0.16703438	27.39870	67.76728 2	99.34390	62.3245687 1
verbitskaya	sol		9493.5	420194762761.475	0.16931302	10.31021 1	46.99014	97.92169 1	6.1957145 1
izabelyuria	sol		9493.5	464741268709.1674	0.20075272	2.73744 2	18.04436 1	56.29691 1	91.5351773 1
slovtsov	sol		9493.5	339518201870.6073	0.20505744	0.95479 1	28.21830 3	82.83874 1	18.7321383 1
kevinrighter	sol		9493.5	471916491220.6998	0.15241468	0.89106 3	13.54019 1	08.33533	99.0421032 1
podosek	sol		9493.5	426428820189.07245	0.01103897	2.40849 2	64.37602 1	98.83419 1	77.7893037 1
doressoundiram	sol		9493.5	392097365485.5363	0.29951181	14.79133 2	19.89542	03.92105 1	64.6902303 1
veselov	sol		9493.5	409682744784.192	0.07799742	5.35940 3	8.19492 2	40.02588	03.4729656 1
1984 de1	sol		9493.5	557682431511.9298	0.17204226	1.76633 2	23.50068 2	39.36871 3	06.1045952 1
gilbertofranco	sol		9493.5	388323145845.85895	0.15251904	5.32834 2	32.14343 2	35.35874	90.1365537 1
julienicoles	sol		9493.5	363226397620.20795	0.12381352	3.21822	06.77012	57.72325 1	44.8952366 1
kachmokiam	sol		9493.5	479461833824.1311	0.17711703	0.08957 1	61.42911	34.13991 2	27.7690907 1
grenoble	sol		9493.5	339259906187.0567	0.11011360	5.76031 1	32.08971 3	23.01741 3	30.9990433 1
oukawamine	sol		9493.5	363765279070.04346	0.17066284	6.18070 3	52.38378 2	48.77770 3	29.2536586 1
vipera	sol		9493.5	383708934162.2011	0.26657790	5.60291	17.68127	16.59968	99.1688194 1
munkanber	sol		9493.5	336379114950.77386	0.16544112	2.47989 1	90.65125 2	93.76937 1	64.1102030 1
1989 vc2	sol		9493.5	501092608822.682	0.13869435	6.37460	17.78992 3	1.65967	21.0493043 1
1989 wq1	sol		9493.5	247431871220.5989	0.12664790	15.90001	69.05427 2	41.77542	92.3691234 1
anfimov	sol		9493.5	455507190542.3393	0.11961583	4.37746 3	59.00326 2	29.64828	33.4456471 1
krikalev	sol		9493.5	458183361811.0786	0.09750821	7.75468	80.75771 1	18.16412	57.4128627 1
jabberwock	sol		9493.5	342352707525.69556	0.06572408	7.78027 1	58.63421 3	59.99683	55.8465057 1
1991 yd	sol		9493.5	368633627616.44653	0.15555762	5.35730 1	52.39028 2	19.75983 3	68.9729955 1
kumakiri	sol		9493.5	450219279807.771	0.11017451	9.91567	83.35632 1	82.32016	56.9850565 1
1992 ec4	sol		9493.5	424508686639.2767	0.08476509	3.11337 2	21.34296 1	45.87197 1	59.4616621 1
1992 tc	sol		9493.5	234217816502.7326	0.29208640	7.08832 2	88.60334 3	75.63765	30.8056259 1
kaizuka	sol		9493.5	341659126917.7691	0.07793895	5.36986 3	60.04681 1	20.62150 1	40.6251007 1
ogilsbie	sol		9493.5	473748002991.8928	0.22080935	25.70030 1	57.37110 2	45.54956	87.5726494 1
1993 lc	sol		9493.5	393852313066.50507	0.13255202	12.30670	28.01523 2	37.47371 2	17.2153558 1
hasse	sol		9493.5	427778671695.97266	0.08910905	3.14106 2	21.73222 2	22.38469 1	05.1702756 1
1994 ec1	sol		9493.5	338891506470.6709	0.09016311	5.15985 3	53.33544 1	34.43339 1	43.0607803 1
norwan	sol		9493.5	234545046885.10178	0.31687620	9.45374 2	24.35531 2	56.87196 1	99.0215610 1
san marcello	sol		9493.5	436917979611.7124	0.04403838	12.77643 3	73.93849 2	27.09697 1	83.0425385 1
1994 pc1	sol		9493.5	201769694272.79996	0.32944465	33.46933	17.85099 1	47.49311 1	38.2594987 1
sekitakakazu	sol		9493.5	477117844627.281	0.06559709	3.92837 3	81.19555 1	47.05658	52.7807612 1
dogo onsen	sol		9493.5	359801234692.2349	0.03840198	7.05839	16.55477 3	98.33400 1	30.6299710 1
changchun	sol		9493.5	427768783276.7194	0.19721694	13.34385 3	88.94178 1	07.25995	66.2769712 1
hamabe	sol		9493.5	331986158517.8813	0.16669476	3.59645 3	61.50408 1	28.16572	76.4804284 1
toshitanaka	sol		9493.5	402663448133.2902	0.16670459	13.48659 3	03.27453	00.97296 1	43.2082151 1
robertpaul	sol		9493.5	293042541621.51587	0.04832548	24.11004	38.59353	54.98413 1	94.5044619 1
oribe	sol		9493.5	418890389007.2675	0.27425705	17.01635 1	89.57286 1	44.14417 1	39.0203983 1
babicka	sol		9493.5	333320526645.16406	0.09557134	1.88340 1	41.38119 2	53.20830 3	37.6838074 1
linzerag	sol		9493.5	415693557309.3438	0.11983306	4.46134 1	75.68881 1	26.16617 2	47.0351215 1
kacenka	sol		9493.5	359537269249.38477	0.21418566	1.84596 1	82.58648	89.82229 1	15.3115054 1
hirzo	sol		9493.5	388548021365.09515	0.10860727	5.40182 1	66.05633	78.01060 2	24.6117171 1
xiwanggongcheng	sol		9493.5	451979418434.853	0.05570059	8.12193 2	80.35428 1	57.13544 2	94.6046658 1
feynman	sol		9493.5	419796622988.394	0.15917077	6.78510 2	52.50707	43.54650 2	62.4664974 1
miroslavholub	sol		9493.5	464013295550.7671	0.34055916	15.15376 3	95.12031 1	07.71085	86.1679302 1
guangcaishiye	sol		9493.5	367401808829.52856	0.18810378	2.95212 3	10.21040 3	54.39969	01.1233895 1
blanik	sol		9493.5	475361281389.3088	0.02058111	20.71856	19.64256 2	28.75905 3	27.7770468 1
l'aquila	sol		9493.5	470438898092.00885	0.14464268	9.98622	24.70628	70.83413 3	90.3969351 1
sassi	sol		9493.5	343081039718.98553	0.08963570	6.06947 3	45.03428 1	15.48739	53.5326408 1
farra	sol		9493.5	497901506723.20624	0.11044959	1.56637 1	91.94730 3	99.27489 1	07.6546231 1
arakida	sol		9493.5	424532712057.3111	0.07012630	1.84209 1	96.21338	95.25169 1	54.8012619 1
1996 vj38	sol		9493.5	333681207111.42175	0.04392560	1.95181	24.58642 3	40.77217 3	04.4801983 1
kawakita	sol		9493.5	476043971272.24817	0.19043224	1.23419	51.32516	80.18408	32.1621374 1
furusho	sol		9493.5	394650926339.45	0.38068189	6.37463 2	86.45237 3	88.00391	24.9281083 1
lub	sol		9493.5	482742709605.81396	0.12722563	0.36492 1	7.89939 3	82.87130	03.9497765 1
israel	sol		9493.5	349530577919.53937	0.21122782	4.29395	43.19707 1	69.28617 2	29.1040694 1
icke	sol		9493.5	418240745293.9657	0.10299769	2.63306 1	56.86889	41.55650 2	89.0490139 1
gamzatov	sol		9493.5	331926872881.7229	0.14848617	6.15059 1	30.92786 1	21.83025 1	81.0742974 1
1978 uf6	sol		9493.5	339135485637.9955	0.13362068	6.48061 2	3.16958	80.83104	9.1948456 1
patcassen	sol		9493.5	478599102903.80414	0.16642706	1.28369 2	45.42978	61.18110 1	39.4711344 1
monicalazzarin	sol		9493.5	416820178873.5856	0.15220875	7.43158 1	36.98439	82.10169 3	63.1873299 1
1985 ru2	sol		9493.5	335037326769.1044	0.15840844	2.65843	16.72489 3	8.74440	22.1240105 1
1986 ed	sol		9493.5	353948143202.162	0.20129847	3.75164 1	44.80301 2	73.28403	98.4442025 1
marrucino	sol		9493.5	355236195828.67615	0.01641073	0.19439	75.27913 2	68.46164 1	40.3698525 1
kranjc	sol		9493.5	345827731423.9729	0.24185187	7.60504 1	70.48812 3	26.30129 1	14.7969970 1
alisondoane	sol		9493.5	366005641821.8596	0.26248401	6.04991	0.55369 2	55.55272	50.5418437 1
1989 fg	sol		9493.5	382438279768.04944	0.13005841	3.83767	53.47200	67.62019	38.8355665 1
paulcook	sol		9493.5	477912867551.3291	0.19594130	2.32700 2	50.49500 1	18.83157 1	24.8423388 1
1990 bv	sol		9493.5	353953244489.5529	0.22494581	10.55619 3	99.41201 3	16.61575	50.6593977 1
wylezalek	sol		9493.5	433788990548.15125	0.01304931	2.65144	43.12949 2	7.64866 1	47.9443724 1
1991 aj	sol		9493.5	479000010237.4931	0.16958240	10.36639 3	11.82998	58.44923 1	40.2499612 1
1991 pf18	sol		9493.5	382163558238.2959	0.13053034	3.79165 1	62.47835	49.47897 2	76.5904442 1
1991 rw19	sol		9493.5	355394859330.3405	0.19808247	2.39884	46.75708 1	45.72724 2	69.4994952 1
kiyohira	sol		9493.5	343099799291.9713	0.11213737	6.81520	00.28768 2	99.55549 3	11.4000454 1
ohtsuka	sol		9493.5	368778737551.0255	0.26563975	4.22227 1	32.70057 2	51.67609 2	37.9929758 1
marples	sol		9493.5	341728674967.8576	0.18670267	5.51573	25.89148 2	22.96668 3	90.1912249 1
huskvarna	sol		9493.5	438551483641.24695	0.11137676	1.86141 1	70.69857	47.09792 1	64.7759620 1
vagnozzi	sol		9493.5	367520275383.3359	0.11746031	3.76648 1	01.15586 2	38.94970 2	32.9092039 1
mizusawa	sol		9493.5	392390756829.55316	0.16940497	15.14812 1	57.98889	92.29143 1	36.6143843 1
pecorelli	sol		9493.5	350088398459.8055	0.12402502	3.63764	06.29224 3	46.59738 2	24.2935484 1
pelhrimov	sol		9493.5	393170924685.0407	0.11913112	16.21946 3	32.42323	27.97789	49.4258638 1
seiraiji	sol		9493.5	448281703146.25165	0.09593496	3.65277 2	28.73457 2	88.88870 1	71.1346284 1
1995 ua7	sol		9493.5	343162645357.45245	0.25114880	5.67488 2	97.78660 3	04.06819	07.9430088 1
1995 wu2	sol		9493.5	454647361820.7039	0.05655705	6.63971	39.45218 2	52.65843	13.2999183 1
fahrenheit	sol		9493.5	426243019633.663	0.15454702	12.64133 3	03.44301 2	54.86753 3	04.9548672 1
solvay	sol		9493.5	468302924734.3672	0.15498895	1.82545 3	76.61707 3	20.69120	06.9789886 1
zenbei	sol		9493.5	353634556145.60065	0.18575233	2.52433 1	84.27149	99.31361 1	26.2496615 1
1996 xs32	sol		9493.5	380880950974.2753	0.20124816	5.67356 2	55.40812	96.04549 1	34.6964806 1
1997 ak21	sol		9493.5	368265138141.33826	0.07672762	5.27789 3	16.29600 1	03.52173 2	36.2228680 1
nieuwenhuis	sol		9493.5	401618118051.98694	0.11303022	4.85526 1	65.64821	76.65952 1	5.9881276 1
johnpond	sol		9493.5	337914303259.6843	0.13217531	5.81359	65.11085 1	39.48039 1	35.3300025 1
prylis	sol		9493.5	779752571798.5067	0.06410465	14.05352 2	95.57087 1	08.99833 1	32.1750278 1
tipografiyanauka	sol		9493.5	434256214617.9214	0.04004136	0.96748	77.77398	5.87503 2	72.7014964 1
smaklosa	sol		9493.5	338356260249.0933	0.23334221	6.52211 1	14.81516 3	99.93734 1	23.7520256 1
meriam	sol		9493.5	346448936582.0546	0.11097207	5.27049	61.49447	84.21422 1	94.8187486 1
martinnakata	sol		9493.5	424632224560.9008	0.02899915	2.25377	60.37757 3	52.69313 1	29.0326608 1
engstrom	sol		9493.5	470066249796.09515	0.16246697	0.31467 2	46.50931 3	95.08833 3	23.5379482 1
woodard	sol		9493.5	449112465001.61	0.08960196	9.69441 1	25.42365 2	81.85234 2	15.6785913 1
woolum	sol		9493.5	342572840792.4306	0.19576768	5.53177 1	12.04429 1	35.40879 2	53.8017913 1
edstolper	sol		9493.5	480463855321.86676	0.10662730	6.96480 3	74.79192 3	11.36818 1	18.8385952 1
sephton	sol		9493.5	381976934894.59766	0.06207133	3.48180 3	59.42139	21.44728 1	34.8657202 1
buie	sol		9493.5	357787752071.1224	0.14531972	3.27844	74.66995	95.24041	42.0296486 1
johnspencer	sol		9493.5	473755183689.68646	0.24978353	13.64060 1	13.10160	57.06206	28.6785683 1
venvolkov	sol		9493.5	351263340136.28326	0.20043374	2.08048 3	72.77865	15.37926	87.5049853 1
perinaldo	sol		9493.5	435177752461.2205	0.12040838	2.63166	15.82157	20.38661	60.9412727 1
1982 fk3	sol		9493.5	369269014652.6706	0.21752006	4.45789 2	88.49566 1	98.19879 1	39.0196198 1
yurlov	sol		9493.5	342543878644.6631	0.10055729	4.51883 1	63.63420 1	63.26721 2	29.7754036 1
kirstinemeyer	sol		9493.5	361091546246.59656	0.24035988	8.37407 2	81.12094 3	31.79256	06.1181959 1
spudis	sol		9493.5	292485798185.91876	0.10458078	16.86100	90.56534 2	91.19307 2	78.7980132 1
patrickmichel	sol		9493.5	415300788099.82104	0.24252250	9.81176 3	66.58607 1	47.82252	42.2697642 1
kagiroino-oka	sol		9493.5	414185880048.85516	0.02016149	3.29010 2	94.18014 1	61.16668 1	27.3245332 1
1988 bc	sol		9493.5	400474606888.1432	0.22995705	12.63428	83.19713 2	54.57360	07.7312686 1
gokumenon	sol		9493.5	414182214901.02295	0.20022672	10.84231 3	56.89000	50.68964 1	65.4111347 1
zipfel	sol		9493.5	455811726927.72327	0.14390609	3.32347 1	59.40347 1	88.52343 3	38.9169366 1
1988 sp	sol		9493.5	355655608418.97064	0.21388419	1.70894 3	79.45575	33.82422	5.7035666 1
1988 tc1	sol		9493.5	345330468101.7662	0.14270745	4.49954	12.11642 1	43.11884	83.2516377 1
1988 vj2	sol		9493.5	378516062954.8885	0.32755533	5.25270 1	11.79816	98.46507 2	72.7179297 1
1989 bk	sol		9493.5	381814456647.2304	0.29912656	8.76659 3	93.11036	16.65416	56.0420618 1
1989 cp	sol		9493.5	366732717393.03577	0.13336748	2.34662 1	50.34615 2	15.88071 3	38.4670232 1
weisse rose	sol		9493.5	464990992434.7269	0.14322902	2.18113 1	17.20789 1	55.43021 1	39.2080111 1
znokai	sol		9493.5	322853313230.15576	0.08836840	3.75053	25.52919 1	93.00899 3	04.5392951 1
basfifty	sol		9493.5	464730153587.37445	0.16441292	2.55546 2	91.79629 2	93.77514	29.5754430 1
1989 wo1	sol		9493.5	514670365883.79425	0.17010182	11.11093 3	61.38613 2	50.37377	36.1355598 1
kimuraseiji	sol		9493.5	339021881014.98596	0.16035041	2.56152 1	15.19273 2	85.33587 2	34.4664782 1
1990 bn	sol		9493.5	416367271320.0413	0.10148713	9.93631 3	52.50055 2	45.72331 1	45.6282784 1
1990 qv4	sol		9493.5	456196492651.16364	0.11257777	11.14827 2	25.96128 1	81.45377 1	66.1657911 1
georgbohm	sol		9493.5	417603204048.4035	0.07734336	3.26588 1	60.25267 3	38.27378	52.5416541 1
1990 tn1	sol		9493.5	295975751951.69196	0.06533957	16.97956 1	17.42252	96.91453 3	89.3535370 1
schwabhausen	sol		9493.5	381830747855.3497	0.21236505	6.55459 2	29.61745 2	87.17899	71.3156991 1
yudovich	sol		9493.5	467680193678.00433	0.13967146	3.62199	60.84679 1	27.17479	08.3042521 1
1990 wl	sol		9493.5	470165343425.64685	0.15349011	9.27085 2	39.25083	68.43097 1	86.6477359 1
rosegger	sol		9493.5	448547314165.67957	0.05905386	10.82728 1	39.62855 1	40.70395 1	06.8539176 1
ossietzky	sol		9493.5	431615079170.50006	0.07354538	3.26245 3	08.30647 1	40.60554 1	22.7047191 1
1991 pk8	sol		9493.5	475994020543.2215	0.11101732	13.04523 1	29.47394	80.24547 1	24.8105228 1
bismarck	sol		9493.5	416708728459.91406	0.18904489	6.85348	49.25411 2	33.86161 2	10.9251607 1
weckmann	sol		9493.5	337611666767.25824	0.15737963	5.52548	80.49063 2	63.45163 1	50.0389219 1
1992 fj1	sol		9493.5	481467028723.20685	0.14242041	20.73686 2	19.52411 2	62.90782 3	81.6906860 1
1992 sr1	sol		9493.5	341932023353.50006	0.14165672	5.98977 1	89.74816 1	47.72323 2	69.1689133 1
aterui	sol		9493.5	332802918012.54205	0.09555299	6.38195 3	27.07045 2	53.21442 1	76.3380533 1
1992 wg3	sol		9493.5	361156636280.1381	0.17562517	1.50667 2	06.86653 2	37.74081 2	71.7013261 1
takinemachi	sol		9493.5	401141050442.32465	0.10998004	14.01426	92.23817 1	29.28938	41.1530688 1
cernuschi	sol		9493.5	382810284793.1191	0.16862119	14.43351	23.86931	79.82153 3	43.5813038 1
shotaro	sol		9493.5	361448591484.5962	0.18483343	3.78872 1	13.69273 1	25.28847 1	75.2831828 1
vaxjo	sol		9493.5	418509378190.38165	0.14486125	3.03621 2	73.63568	35.78708 2	23.0091287 1
yumi	sol		9493.5	450433743315.20654	0.08209747	11.00759 2	37.79803	59.29936	1.9743711 1
shigemi	sol		9493.5	438697401404.3277	0.06690337	3.20777 3	25.45517 2	37.43770 1	70.2764109 1
1994 cs	sol		9493.5	455582318593.00476	0.17484114	8.04311	43.15096 3	35.40343 1	40.4009917 1
munari	sol		9493.5	461041833045.053	0.16699694	7.24561 2	31.96172 1	07.51461 2	96.7860044 1
vacchi	sol		9493.5	405465251693.8435	0.02180843	8.56959 1	20.46868 3	86.32021 2	05.7018764 1
1994 us1	sol		9493.5	387882699794.94403	0.13887806	15.32837 2	41.22703 2	79.19244	19.5403433 1
yidaeam	sol		9493.5	454448247054.8022	0.06296549	9.80292 3	01.74087 1	02.34005 3	67.0655455 1
salopia	sol		9493.5	445780127552.4063	0.06077847	9.62004	16.09729	38.42002 2	4.8103372 1
kridsadaporn	sol		9493.5	466060303054.7035	0.57374495	20.43724 2	47.19666 1	66.25989 1	55.9022988 1
cindygraber	sol		9493.5	472094916601.08374	0.07104814	25.90871 2	11.44024 2	73.12206 3	70.3930102 1
1995 sv2	sol		9493.5	366574472765.4093	0.15386224	2.63970	42.85441 2	24.38544	58.0362205 1
billmerline	sol		9493.5	416051769410.73505	0.08419539	4.47550 1	74.08324 1	77.72476 1	81.0190142 1
telegramia	sol		9493.5	363246383895.7335	0.17374486	3.60398	53.96267 3	4.75046	23.3634117 1
1995 wx3	sol		9493.5	412958459439.33575	0.08618929	12.80861 1	21.74397 1	50.43981	03.1445905 1
sudbury	sol		9493.5	435235063405.4857	0.02574571	2.82561	68.77217 3	41.15518	37.0583831 1
hashitatsu	sol		9493.5	446964134859.8485	0.15132411	8.49401 1	09.19719 1	70.80412 1	54.9859729 1
1996 cn2	sol		9493.5	474266688729.1839	0.07249189	9.81178 2	53.88202 1	62.60548 1	82.1484576 1
`akikiki	sol		9493.5	484823630947.0381	0.12443250	2.11358	46.44074	23.01791 1	27.3696897 1
masatomi	sol		9493.5	352928543954.6191	0.06676810	3.47690 1	74.97240	59.56650	26.5158788 1
1996 ta11	sol		9493.5	360234500045.35626	0.21068835	3.55503 2	06.08407 3	35.01693 1	16.4870675 1
sadako	sol		9493.5	448856293607.8233	0.10912721	9.38947 1	34.10574 2	42.20660 2	46.1668162 1
1996 vf30	sol		9493.5	415232870666.52325	0.23205803	8.35506 2	63.46545 1	27.90884 1	07.3679589 1
gotoyukichi	sol		9493.5	409847242602.8137	0.11443543	1.73591 1	34.52354 2	46.60376 2	22.4960747 1
1997 ap21	sol		9493.5	332316051742.34894	0.09338459	2.03353	57.83571 2	43.48193	75.0862817 1
willaert	sol		9493.5	359703532322.88074	0.14524949	1.36223 2	17.47875	13.97821 3	6.7939763 1
sweelinck	sol		9493.5	469811394863.5707	0.18604051	0.30837 1	29.03746 2	25.35458 2	43.8522665 1
pergolesi	sol		9493.5	346543063562.29913	0.09229338	3.07098 3	58.72429 1	34.23239	42.2025833 1
stamitz	sol		9493.5	477607792613.61066	0.11002510	2.37709 1	95.71372 3	02.02593	38.0248913 1
gluck	sol		9493.5	456800209818.1605	0.10422480	9.13174	49.51080 2	33.03104 3	47.6257721 1
louisspohr	sol		9493.5	418542199963.21326	0.23694843	11.23047 1	92.90617	31.57438 1	80.4284468 1
iafe	sol		9493.5	474101846835.45953	0.08550943	9.92208 3	35.22625 2	58.73194	02.8931191 1
wakenokiyomaro	sol		9493.5	429998015946.9554	0.11015328	3.70405 2	40.69928 2	50.55835	29.0486942 1
evgenifedorov	sol		9493.5	401095752207.07666	0.17871446	12.78764	41.84755 3	25.65728 3	43.6061234 1
foros	sol		9493.5	354046937635.9723	0.23457984	1.88299	44.88017	25.67627 3	75.9288169 1
yidumduma	sol		9493.5	425097982571.53815	0.08858284	1.27572 1	15.27737 1	76.42951 2	54.1896384 1
vokrouhlicky	sol		9493.5	354835752248.38635	0.28266085	4.03241 2	36.10766	73.95665 1	14.2673170 1
stanislav	sol		9493.5	332887904562.8867	0.08978244	3.38983 2	23.92436 3	03.27784 2	20.8603079 1
volodymyr	sol		9493.5	383908078847.6769	0.21021618	6.96687 1	03.99893 2	39.24179 2	15.5585769 1
shizutani-kou	sol		9493.5	476187375791.1012	0.19484984	2.59332 2	92.88030 2	66.68870	49.0247083 1
carolinesmith	sol		9493.5	461688050967.1158	0.09949067	11.08345 3	78.76293 2	18.74475	79.0667942 1
comba	sol		9493.5	389225355644.26355	0.08396444	9.82450	26.36361	61.44739	28.6035927 1
1984 dn	sol		9493.5	383140178017.58673	0.20783210	7.49880	51.48358	4.53971 1	68.2469654 1
gladman	sol		9493.5	380004666486.863	0.31155983	6.80873	9.75903	22.82367	62.7803930 1
offutt	sol		9493.5	484972884742.63544	0.10933178	0.68429	57.79331 3	31.39946 1	48.9724480 1
marzari	sol		9493.5	327922242601.5934	0.17818892	5.22066 1	47.63182 1	43.64693 1	78.0438383 1
cteatus	sol		9493.5	779258330353.2882	0.05354678	34.69987 2	42.06268	29.87078 2	42.9774269
1988 tz	sol		9493.5	340843683884.3705	0.13134074	3.82253	17.82724 2	52.29158	46.7760398 1
1988 vq1	sol		9493.5	343392936319.60803	0.13522534	6.18596	44.22685 2	38.60175	04.7736867 1
cslewis	sol		9493.5	386606929153.6144	0.13351945	13.82862 1	19.54743	39.72712 2	5.5892528 1
pons	sol		9493.5	354834331068.6147	0.16091095	0.39265 2	47.84501	14.02809 2	36.7911109 1
1989 ke	sol		9493.5	390757701593.6307	0.13504514	13.99261	50.85006 2	96.43578 1	29.4641917 1
etrepigny	sol		9493.5	433054180767.0599	0.04435509	3.37319 3	99.31890	39.76637	63.4052164 1
tomboles	sol		9493.5	322577260279.3531	0.11150623	2.72012	11.64112 1	53.87878	07.6344400 1
bougainville	sol		9493.5	383910936167.00726	0.09798339	5.88022 2	39.25303 1	79.56332 1	51.6050558 1
