label	parent	mass (kg)	epoch	sma (m)	ecc	inc(°)	lan(°)	aop(°)	ma(°)
arthurkraus	sol		9493.5	348701207324.37854	0.14403269	2.75006 2	06.16685 1	51.90316 3	65.4599329 1
multatuli	sol		9493.5	362219858266.77716	0.14764568	3.30433	95.14521 3	53.69891	50.8642028 1
sepkoski	sol		9493.5	292633974876.8471	0.01354715	19.58276	47.01608 2	94.91118 2	09.5596564 1
semois	sol		9493.5	598175358756.1997	0.17484471	12.64579 2	54.37349 2	89.76379 3	85.4879426 1
janegoodall	sol		9493.5	380471785838.1237	0.16983808	16.03153 1	93.90549	52.86305 1	77.1196515 1
kuniji	sol		9493.5	413073649799.7748	0.13734202	7.93587 1	46.62533 3	75.02313 2	11.1912192 1
melvyntaylor	sol		9493.5	402276184125.4091	0.19228099	12.72945	32.91414 3	41.35994 3	36.3170286 1
ikuookamoto	sol		9493.5	338169218031.3571	0.19812914	1.88510	38.25383 1	2.74350 3	62.5561341 1
gassendi	sol		9493.5	438793473156.89124	0.13112817	1.12719 2	00.79722	11.68686 2	99.7731188 1
1991 ng1	sol		9493.5	449503902790.0836	0.11612268	9.04767	07.26316 1	42.54400 3	81.0766344 1
1991 ph12	sol		9493.5	462078441570.4945	0.13968492	11.64635 1	91.00599	46.85165 2	29.4964331 1
robinvaughan	sol		9493.5	468879639485.70276	0.16673962	14.35406 1	23.10447	69.73060 2	27.6841281 1
1991 re16	sol		9493.5	447518394970.792	0.03828073	11.02022	52.31656 3	63.50406 1	56.7157429 1
1991 rb25	sol		9493.5	384819309397.68475	0.08444673	9.85446 2	60.99355 1	74.92078	34.7769458 1
1991 vn1	sol		9493.5	328403543830.9965	0.09617764	5.71155 1	15.03555 3	38.46389 1	07.3259460 1
tomioka	sol		9493.5	355486996658.90466	0.13842176	9.26286 2	95.01625	36.22513 2	38.7899932 1
isobe	sol		9493.5	289873699685.2002	0.08606832	21.78748	15.26305 2	86.33099 3	68.3609348 1
yoshii	sol		9493.5	328047171783.415	0.15480875	3.94704 3	60.86551	30.43501	57.6748997 1
kuniko	sol		9493.5	334092631175.42096	0.15294503	3.52150 1	65.38202 3	99.15354 1	40.0891895 1
1993 gb1	sol		9493.5	322723881152.42615	0.14660512	1.96294 1	74.13700	06.65236 1	43.1841028 1
1993 ma1	sol		9493.5	410313030533.0252	0.11986405	9.27293 2	54.81795	08.95908	37.3536144 1
cieletespace	sol		9493.5	473931589498.8159	0.09567184	10.84500 1	86.28812 2	33.64873 1	85.4026728 1
yamaoka	sol		9493.5	469219929762.184	0.05480859	10.20401 3	58.70332 3	33.30332 3	08.2850702 1
susanrose	sol		9493.5	385853344839.75024	0.20543575	15.56220 1	89.02417 2	61.15029 1	89.2977223 1
danboice	sol		9493.5	362104697825.9123	0.23203174	9.05772 2	25.18847 2	19.50239 1	60.4485866 1
baroni	sol		9493.5	347616413324.78455	0.19089189	7.87245 2	39.77127	99.67906 1	32.5329174 1
pieroangela	sol		9493.5	392985273727.502	0.22660705	7.18670 3	21.47392 1	49.77141 1	87.3992776 1
montelupo	sol		9493.5	388363223115.41943	0.18791137	13.64088 2	31.67655 3	39.99779 1	24.7217403 1
brianza	sol		9493.5	431645986090.5866	0.07786562	1.21608	09.89643 3	38.38715 3	51.1451083 1
1994 no	sol		9493.5	469991435900.9581	0.34791956	20.64130	36.14123 1	88.77249 2	95.7706829 1
kuritariku	sol		9493.5	352102853467.0776	0.11208990	7.68261 3	47.81586 2	53.23726	11.3008254 1
kigoshi	sol		9493.5	412718698931.9649	0.23663125	6.62335	22.89594	50.95740 3	9.3240186 1
sigeki	sol		9493.5	364887756773.2668	0.15998925	2.56309 2	25.05011	02.87764 3	20.1963835 1
ondrejov	sol		9493.5	398876886669.2801	0.12386717	4.85878 2	72.20395 1	35.62813 1	27.0360694 1
sadanori	sol		9493.5	393546789335.1745	0.12117622	1.68332 3	74.49062 2	37.74510 2	28.7215018 1
shiki	sol		9493.5	451797268067.4887	0.09263130	10.88185 2	19.87519 2	24.50469 1	02.6294604 1
hammurabi	sol		9493.5	385862006556.46375	0.18463060	14.12169	55.80337 2	92.41381 3	10.7879975 1
ashurbanipal	sol		9493.5	324318549574.72687	0.07146609	2.19436 1	05.03920 2	24.33862 1	83.2927317 1
cyrus	sol		9493.5	387884569768.32776	0.04756143	8.85173	29.85126 2	49.28169 3	10.5022903 1
darius	sol		9493.5	424072519087.4638	0.00488786	3.01063	24.40576	88.25500 1	18.5934158 1
xerxes	sol		9493.5	419179471932.6082	0.16132017	9.09977 3	1.60071	40.39976	91.1109871 1
artaxerxes	sol		9493.5	344422558624.48785	0.11335185	4.07004	84.06181	73.21660 1	69.8326665 1
conae	sol		9493.5	381621969067.0007	0.25008232	3.03817 2	59.00754 1	93.55941 3	02.2230587 1
anticlus	sol		9493.5	778797209876.6425	0.03515724	13.43943 2	95.53746 1	19.72709 1	32.7754633 1
gerhard	sol		9493.5	480173964568.0243	0.00596264	20.69797	17.72741 3	38.80509 3	56.7188616 1
ishkov	sol		9493.5	322689997234.7126	0.17881565	2.01806	77.42493 1	20.47448 2	13.8599675 1
dacke	sol		9493.5	480957887330.0664	0.16430421	10.14414 3	25.45783	54.96200 3	28.2634815 1
skacel	sol		9493.5	338638820707.2715	0.20111053	3.04253	97.59505 2	54.87142 2	00.1890388 1
satterwhite	sol		9493.5	393463837315.8713	0.24011604	2.09561	1.75428 2	48.28232	73.0873903 1
philnicholson	sol		9493.5	361691239230.87164	0.21591730	1.08894 1	06.61273 2	64.98184 2	60.9324448 1
sallaba	sol		9493.5	360532828119.1062	0.21768857	1.26648	17.94164 3	22.86273 3	00.3144045 1
alekperov	sol		9493.5	482307828595.6891	0.20219586	2.87985 2	12.54697 2	82.17542 1	47.9524772 1
dolgorukij	sol		9493.5	351707331656.73376	0.17462082	1.55571	90.71714	59.94906 2	16.5184882 1
vesnina	sol		9493.5	414789881451.8064	0.13489093	8.87085	19.54048 1	75.74805 3	05.7712935 1
huntress	sol		9493.5	350153862488.0238	0.20430782	6.86387 2	75.64773 3	04.14920 2	47.2282167 1
kryl	sol		9493.5	480738262696.09174	0.17555833	2.41963 2	24.87133 3	68.14439 1	55.9985498 1
1984 sh6	sol		9493.5	371812956363.4983	0.12350002	3.57565 2	35.27358 1	54.10453 1	56.3147888 1
macgillivray	sol		9493.5	336201572197.8271	0.10346616	4.41787 1	00.97035 3	24.57280 1	57.6748731 1
tonimoore	sol		9493.5	360857919251.9243	0.26192582	9.95706	59.68585 2	42.82209 2	92.1539097 1
lutz	sol		9493.5	355062587499.72876	0.24009107	3.14060	21.99719 3	0.22313	37.5316107 1
porco	sol		9493.5	474087515359.4465	0.07157617	9.43182 3	21.24183	23.94793	61.4627932 1
nabokov	sol		9493.5	352236264848.1678	0.18389952	4.48664 2	88.87195	45.17218	71.2631301 1
majella	sol		9493.5	398805289128.3631	0.13293480	12.25442 2	18.48529	14.27981	12.8443029 1
1986 qv3	sol		9493.5	336780171882.33344	0.21969048	5.16575 2	22.42900 2	37.58598 1	08.6196578 1
hitsuzan	sol		9493.5	335421015387.8757	0.16464519	4.96438	51.91616 2	45.75774 3	32.2562937 1
1987 pa	sol		9493.5	407150381948.5566	0.56368579	16.69135 3	07.57829 1	39.06729 3	93.7830143 1
vickyhamilton	sol		9493.5	385816080010.1589	0.16842808	12.26590 1	42.51503	00.65311 2	28.5844501 1
kobori	sol		9493.5	346937986981.16003	0.13333329	4.35334	43.64236 1	47.54330 2	15.5341579 1
mobberley	sol		9493.5	346528881684.1568	0.26334026	3.59314	68.59136 1	74.14996 2	05.1973080 1
hasebe	sol		9493.5	352290778312.25085	0.15881189	5.49625	11.40191	36.43599	11.7529429 1
kuroda	sol		9493.5	330100432478.34656	0.13648648	4.33405 2	05.86633 3	36.08862 1	06.6439248 1
okyudo	sol		9493.5	324079163062.0328	0.14876605	4.50942 2	17.94417	61.98019 1	21.0299337 1
1990 vv3	sol		9493.5	333573152569.41516	0.07322553	1.93981 2	45.55854 3	98.94468 3	04.4027211 1
villa-lobos	sol		9493.5	429889377973.2531	0.07933439	2.61211 1	48.46815	84.01532 1	1.1162592 1
1991 rn10	sol		9493.5	413656737420.40216	0.11652987	5.69768	3.13889 1	5.74198	52.7410463 1
1991 rp25	sol		9493.5	460452417434.495	0.17440729	12.04760	39.00776	38.40810	62.8772148 1
robertstirling	sol		9493.5	286817684462.9665	0.11823621	22.91756 1	90.78891 3	94.09267 1	11.8175106 1
alvsjo	sol		9493.5	329819083762.921	0.17669225	5.44266 1	22.16597 3	75.59096 1	46.4636215 1
1992 sn	sol		9493.5	397207598829.0742	0.17724759	5.52599	07.42766 2	77.87181 3	32.7072000 1
kinoshita	sol		9493.5	383424773006.8064	0.17244719	14.77730 2	62.13890	18.64662 1	18.2265713 1
kuwabara	sol		9493.5	382816328547.0954	0.07924847	3.63540 2	94.30967 3	63.04907 1	10.8731488 1
kakegawa	sol		9493.5	388005594445.72406	0.29055834	13.44111 2	59.35202 3	82.40980	59.3259495 1
nara	sol		9493.5	475989368049.4427	0.05223830	4.69433 3	82.65931 3	49.46176	55.6947305 1
kuratani	sol		9493.5	322767025178.33606	0.20587506	3.01342 2	17.15983	38.34500 1	67.4706422 1
1993 vy1	sol		9493.5	339530663373.23663	0.13900621	5.68243 2	30.80244 2	26.29495	77.7086517 1
bonhoeffer	sol		9493.5	373085645288.69147	0.11847963	4.08932 3	03.32034	43.45658 1	7.1554204 1
yoshiya	sol		9493.5	353212271276.1888	0.10318307	3.71258 1	60.86496 3	72.10534 2	19.7544413 1
pettarin	sol		9493.5	389442975666.7709	0.10064784	12.11199 2	01.82412 1	14.51045 3	62.5673192 1
gaithersburg	sol		9493.5	396261063181.5811	0.11328838	13.74702 3	66.24883 1	34.16359 1	40.5731427 1
metelli	sol		9493.5	433158241045.9188	0.01120828	2.83112	56.02495 1	99.85263	68.7380865 1
yokootakeo	sol		9493.5	396064327021.82355	0.17117061	13.06045 2	87.18534 2	79.01759 1	13.6182469 1
sofue	sol		9493.5	339881126304.9255	0.26146104	10.22662 1	21.34360 2	69.83546 1	24.5656380 1
takayamada	sol		9493.5	320873909003.9887	0.10457487	3.30081 2	0.83241 1	68.02426	88.7976011 1
hirohatanaka	sol		9493.5	347073073858.40216	0.17013219	1.28730	50.92614 2	87.90572 1	01.5948791 1
edithmuller	sol		9493.5	365186174605.73914	0.07945263	5.93818 3	94.81955	46.31989 1	75.8818008 1
trefftz	sol		9493.5	365920789909.5986	0.14005536	2.87162 1	50.65209	76.51982	0.4293024 1
victormeen	sol		9493.5	351793559869.40533	0.33756949	22.60262 1	59.25519 3	30.25488 3	43.7897748 1
chigorin	sol		9493.5	338622424780.64276	0.18810253	4.50877 1	79.18976 2	89.80237 1	17.1598632 1
alprokhorov	sol		9493.5	448508957271.6321	0.10668800	2.93349 2	84.05965 2	78.65839	43.9594567 1
punkin	sol		9493.5	480506834790.11884	0.17351638	2.73071 2	95.80770	19.26051	80.3016060 1
doroguntsov	sol		9493.5	463469911205.0235	0.27610178	2.99871	18.47467 1	59.46769 3	35.4182503 1
darbydyar	sol		9493.5	416497182110.9572	0.09827050	9.61136 2	30.08251 2	09.52739	48.1917579 1
garyhuss	sol		9493.5	397285195244.60626	0.19136595	12.06176	21.39899 2	67.44781 3	56.6246080 1
washioyama	sol		9493.5	348007940871.9805	0.14106892	10.74019 1	25.08230	82.31859	88.4933819 1
earlcarpenter	sol		9493.5	448099044146.127	0.06033616	9.16151 1	25.98558 1	10.96274 3	69.3198337 1
maymie	sol		9493.5	328173641823.3047	0.15517950	5.52890 3	89.36207	38.33318 2	48.2346355 1
klass	sol		9493.5	391566801677.31165	0.22471617	3.78752 2	97.02006 3	40.59605	47.1163752 1
shtokolov	sol		9493.5	472163492265.0126	0.19452083	6.93454 2	03.03268 1	38.57062 1	05.9810746 1
hagfors	sol		9493.5	463899242134.14545	0.18058259	5.33598	12.29986 1	1.74187	17.1459182 1
bergengruen	sol		9493.5	384901244151.4671	0.24357881	1.84309 1	74.24880	66.66579 1	19.9058600 1
1988 rx4	sol		9493.5	361392611961.38025	0.21105674	3.57414 2	03.73325 3	44.21750 1	19.8731232 1
1989 bc	sol		9493.5	412540886902.8508	0.13157204	13.13355	99.40193 3	99.02130	21.7206568 1
1989 tx15	sol		9493.5	338784947907.3713	0.08394812	5.69141 1	15.87950	47.37869	67.2418963 1
1989 vw	sol		9493.5	596138853022.7865	0.16695281	6.36014	47.06369 1	40.72733	63.7864325 1
seggewiss	sol		9493.5	385203147614.32684	0.19436871	12.04312 1	85.28305	72.93291 1	38.8066155 1
1990 qz4	sol		9493.5	467804808704.2974	0.21022286	15.17994 2	37.52331	38.52980 1	99.4388141 1
yokokurayama	sol		9493.5	436129449235.2527	0.24762521	14.01427 3	41.04055 3	03.48543 1	42.3360440 1
1991 fe1	sol		9493.5	338870263573.0315	0.14703317	3.18838 1	08.19008 1	03.13847 3	76.2774836 1
kamegamori	sol		9493.5	346860450404.77625	0.13543746	8.39167 2	54.16442 2	40.44685	28.1094702 1
johnrather	sol		9493.5	382601655602.64087	0.22902082	24.73487 1	12.75220 1	17.25836 2	01.0545523 1
hyakutake	sol		9493.5	467293228865.8646	0.23432113	8.40786 3	83.91587	02.95227	76.8863760 1
prosperin	sol		9493.5	357478518312.5984	0.10719583	7.62215 2	29.98535 2	88.83525	53.9843176 1
kazuyuki	sol		9493.5	326631901127.65753	0.16056734	3.86077 2	36.90660	54.68425	67.3605817 1
barbaraakey	sol		9493.5	397955573222.78705	0.09117191	6.70838	74.09906 3	71.02720	45.1409046 1
brozovic	sol		9493.5	336783148879.96045	0.15982812	4.69099 1	86.08609 2	46.96573 1	71.0719961 1
lamarck	sol		9493.5	345693362616.5102	0.04919099	1.56612 2	71.06461	93.49172 1	29.8125535 1
1992 ug	sol		9493.5	388935420011.05994	0.27925580	6.50808 3	83.15895 3	02.11606	28.6667870 1
matudaira-gou	sol		9493.5	378292249580.53424	0.13122975	8.32399	88.69990	17.14030	43.8445913 1
indiawadkins	sol		9493.5	391717671129.91266	0.22287389	13.95174 1	62.91903 2	87.26018 2	71.6177691 1
yoshisada	sol		9493.5	408973321761.7585	0.13821472	11.81151 1	64.53661 1	46.34919 2	41.6644352 1
matsuitakafumi	sol		9493.5	387914055508.6427	0.22268478	9.22079	77.81944 3	24.19445	12.2736186 1
1993 cq	sol		9493.5	419990651426.69183	0.18291943	9.96549 2	23.05213	79.38063 1	64.5777625 1
1993 fs1	sol		9493.5	454385834823.1462	0.10187491	11.62550	50.82066	99.15654 1	0.2302869 1
namiki	sol		9493.5	391683428177.3094	0.42439740	9.60548 1	09.38239 1	14.63358 1	34.0357421 1
ossakajusto	sol		9493.5	409974281114.6122	0.22758444	14.48594 3	14.57542 2	36.15872 3	32.7538866 1
panizon	sol		9493.5	395302215629.32947	0.32030597	28.90184 2	51.65337	87.90311 3	63.1403627 1
takei	sol		9493.5	410067690025.0773	0.08323603	6.98423 1	42.93649	20.34490	27.2070180 1
hattori	sol		9493.5	458502513908.43005	0.03952542	8.13120 3	80.78868 1	31.17843 2	44.0278960 1
shinkawakami	sol		9493.5	326962467542.5434	0.12506101	4.89361 2	40.74128 1	28.67224	13.2113517 1
1995 ol1	sol		9493.5	393520938823.1175	0.17837453	3.10630 2	37.11289	87.48870 3	68.4045370 1
hildehan	sol		9493.5	424288343935.52264	0.04716133	2.22998 2	23.25763 1	82.98329	79.7900495 1
1996 at3	sol		9493.5	413805362904.9426	0.13206929	3.20970 2	49.35539 2	93.63589 1	10.6208544 1
pisano	sol		9493.5	384881946026.14685	0.06873877	2.58211	42.35612	4.57436 2	29.0840756 1
pevsner	sol		9493.5	467459686416.5925	0.14756571	1.70166 3	63.56584	24.89881 1	2.1141881 1
kolbe	sol		9493.5	381317028767.3658	0.07070009	3.12456 3	73.85654 1	49.62565 1	34.7172995 1
hajdu	sol		9493.5	417987311541.21277	0.11986634	4.82126 3	27.12008 3	06.86019 1	57.5237789 1
cabot	sol		9493.5	348751906042.7587	0.15078022	3.98094	82.49904 3	55.12845 1	37.9334576 1
dyukov	sol		9493.5	391003580653.9132	0.17935903	13.82871 2	33.84163	11.52330 1	95.3446338 1
katterfeld	sol		9493.5	335959178767.9319	0.10855226	2.55556 2	32.20301 3	37.64152	15.7703295 1
potter	sol		9493.5	469385893639.93866	0.18346499	4.46346 1	32.64500 1	23.18414 3	35.3503474 1
minervahoyt	sol		9493.5	378986039625.4796	0.08665272	2.29136 3	54.31174 3	28.21573 1	50.9193495 1
lavrentina	sol		9493.5	478693274763.40985	0.11108270	15.98109 3	3.22869	46.42514	41.8500392 1
robersomma	sol		9493.5	476371470930.7846	0.26354542	2.57273 3	42.96780 3	57.38780	57.8594655 1
carret	sol		9493.5	362181187217.2012	0.22877878	10.15325 1	32.72291	09.07128 3	0.7331146 1
1981 qa1	sol		9493.5	358549743785.3199	0.11869070	7.92851 2	76.68273 2	40.77386 1	69.6042414 1
tedbunch	sol		9493.5	359747873131.75616	0.20886160	11.01677 1	06.84579 3	43.14935 2	29.6264623 1
crawford	sol		9493.5	329139370877.6085	0.19165760	3.85183 2	15.72860 3	97.31411	56.3426766 1
casanova	sol		9493.5	383938522014.3643	0.18748974	13.69801 3	0.50761	42.09021	20.0098564 1
bettadotto	sol		9493.5	400776839466.31836	0.11373442	12.47150 3	02.96796 1	19.55724 2	29.4274067 1
annelemaitre	sol		9493.5	352582449280.75464	0.30140078	21.64374 2	91.05610 3	53.16016 1	49.0447850 1
balindblad	sol		9493.5	476123168384.99677	0.03727015	22.37242 3	24.20131	56.76264	18.1288528 1
ponrepo	sol		9493.5	331976434656.28577	0.06704056	5.72911 2	28.03614 1	95.74011 2	92.5927480 1
bec-borsenberger	sol		9493.5	385956342973.7272	0.18673638	8.84927	89.77636	72.74555 2	84.7810474 1
sciurus	sol		9493.5	360916875772.7672	0.14493768	6.51010 1	56.81026 3	77.29350 1	33.2925568 1
1989 ja	sol		9493.5	265180222439.5952	0.48451015	15.16492 2	61.26024 1	32.34216	56.1912517 1
saunders	sol		9493.5	344904787360.6893	0.48195662	7.20043 1	74.41576 1	81.54688 1	18.3499861 1
1990 qh1	sol		9493.5	354055479674.38934	0.08279776	5.65605 3	44.70766 2	43.33394 3	53.8571875 1
1990 vj3	sol		9493.5	450281856597.08484	0.07334002	8.72771 1	64.23494 2	64.10454 2	46.6077959 1
1991 ra16	sol		9493.5	401951257550.2488	0.13078998	4.63503 3	16.93316 1	46.66394 1	84.0483960 1
1991 ua2	sol		9493.5	423895709364.08344	0.03048708	1.08412 2	02.88257 3	08.60649 3	02.1766919 1
1991 vk	sol		9493.5	275506933534.4421	0.50614193	5.40999 1	94.72366 1	73.50933 2	95.6046295 1
uchinoura	sol		9493.5	403736199504.29285	0.10292414	13.88219 3	60.53930 2	47.91071 1	39.7685417 1
ockeghem	sol		9493.5	328034575642.70197	0.13887685	3.95380	4.29149 2	44.28352	77.7676334 1
summerfield	sol		9493.5	387152542507.6315	0.11207857	14.29986	74.92096	19.43583 1	52.5060928 1
happer	sol		9493.5	366704368596.5381	0.32236476	3.67943 2	68.34076 2	81.20546	37.3302830 1
boulanger	sol		9493.5	430158594301.3648	0.07709299	3.18513 2	18.88072	56.14062 1	12.4800988 1
1993 ew	sol		9493.5	461460497645.9941	0.11585567	0.52280	05.11285 3	21.14993 2	22.5264288 1
1993 fj22	sol		9493.5	463235805497.16504	0.09860948	0.85092 1	10.66517	55.23892	25.9096530 1
ernestmaes	sol		9493.5	401212438546.22266	0.05770987	2.90151 3	20.54458	01.95071 1	51.6278606 1
1993 va	sol		9493.5	202847861086.72195	0.39115112	7.26332 3	33.04376	36.70630 1	73.4363576 1
yoshidamichi	sol		9493.5	383503491406.3688	0.06720293	6.48928 1	82.28934 1	15.90310	82.3338446 1
hypsenor	sol		9493.5	765980457183.7811	0.03667544	8.18462 1	30.33751 1	26.96885 1	34.5193635
kazuya	sol		9493.5	384344515675.6571	0.17439580	14.32577	16.64804 3	15.43308 3	12.3610191 1
ishiguro	sol		9493.5	472077563248.0825	0.13222447	3.55847 1	69.10152 1	00.54999	27.2583257 1
bottke	sol		9493.5	337824170542.5876	0.16522417	7.66290 2	59.18483 2	93.53102	39.4462060 1
casagrande	sol		9493.5	390799215002.75	0.13692051	11.70192 2	03.53321 1	58.89847 3	69.3934763 1
1995 uj7	sol		9493.5	339258948760.6842	0.18218494	4.10634 1	48.01534 3	94.44222 1	32.4616095 1
oze	sol		9493.5	328850781625.2412	0.50238070	4.66137	65.41305 1	92.28279 2	12.7138515 1
messier	sol		9493.5	464649340817.6223	0.17039177	3.66774 2	19.00837 2	78.07402 1	36.4480289 1
moberg	sol		9493.5	336853100844.29974	0.09748530	5.37252 2	11.95197 2	52.87347 3	71.6078468 1
endres	sol		9493.5	400105174946.4495	0.08702851	2.76681 3	0.43823 1	30.71669	13.3599631 1
rogerbyrd	sol		9493.5	365079002691.1697	0.18699248	1.63439 1	11.91416	01.86826 3	26.3564637 1
esquibel	sol		9493.5	412503173279.64734	0.12074032	8.94046 2	88.06402 2	75.60772 1	57.3017624 1
otonkucera	sol		9493.5	338885642234.1394	0.16071202	2.34064 1	82.54998 1	29.92072 1	82.4741282 1
sejong	sol		9493.5	330471689514.06274	0.21268297	6.82295 1	60.99555 3	81.13265 1	19.8098642 1
agata	sol		9493.5	471202505463.20996	0.14764717	6.33614 3	49.84504	37.11834	83.4504794 1
giotto	sol		9493.5	477521205366.0495	0.12425969	0.71997 1	20.44354 2	70.02923	02.3461153 1
haldancohn	sol		9493.5	335802385239.6512	0.13575260	6.69683	29.32027 2	37.86818 1	44.7664778 1
gavrilin	sol		9493.5	354579670613.3221	0.31912212	21.80864 1	78.19593	13.27748 2	14.7680098 1
krasnogolovets	sol		9493.5	400006574989.87115	0.03310781	4.01347 2	50.23194	08.04023	40.3542448 1
el-baz	sol		9493.5	486214397471.57477	0.12099048	2.01923 2	60.46685 1	10.09601	98.5507535 1
emimar	sol		9493.5	426271173952.9288	0.03268905	2.78270 1	40.92230 1	56.67138 1	75.1852047 1
stashis	sol		9493.5	472700324224.0196	0.16922263	1.54852 1	03.21867 1	27.08873 2	19.0768373 1
1980 dl	sol		9493.5	391893702944.3653	0.27397635	3.95268 1	31.51349 2	52.92471 3	82.3148385 1
1980 pz	sol		9493.5	365485534904.79694	0.19236372	10.07153 3	22.50277 3	53.27548 3	17.1827869 1
jefftaylor	sol		9493.5	365695435677.1761	0.18113644	1.96493 3	14.39623 3	48.14306 3	54.8022783 1
pizzarello	sol		9493.5	332366032390.94977	0.17077411	4.67498 3	20.56569	37.16495 3	73.1342238 1
herbertpalme	sol		9493.5	471047192953.84924	0.11843601	1.31133 2	15.71938	75.10633 2	44.6984388 1
naoyaimae	sol		9493.5	398493362608.1665	0.12413793	2.72799	78.12325 3	41.02791 2	27.9040611 1
1981 rf	sol		9493.5	363588035512.83813	0.18927681	3.41958 2	17.73597 2	38.94936 1	34.8627696 1
mamontov	sol		9493.5	353258691495.4669	0.15193775	6.97055 3	19.96153	28.99759	72.8206846 1
bozhenkova	sol		9493.5	478753263509.56055	0.22753497	2.04486 2	26.75062 2	67.30854 1	66.8637472 1
lassovszky	sol		9493.5	367468664117.9444	0.06967156	1.61299 3	61.96098	34.97076 1	35.7526729 1
1981 tj	sol		9493.5	417607168391.97705	0.10983108	4.34896 1	31.08836 1	26.86657 2	72.5882996 1
aktsynovia	sol		9493.5	357499058100.24554	0.12464465	3.73147 3	77.85069 3	57.21985	02.6974935 1
paulpellas	sol		9493.5	356569516770.86395	0.07289384	4.94007	78.10621 3	11.75554	15.4919399 1
malbil	sol		9493.5	366626323387.3939	0.15372301	7.05195 2	50.99236 1	94.57309 1	90.6403361 1
marcomorelli	sol		9493.5	469008622769.8203	0.10314198	11.50988 3	83.65837 3	29.12568 1	52.7149867 1
michelcombes	sol		9493.5	338686931382.4886	0.22367590	4.30513 2	84.71030 2	92.82438	28.9363826 1
kundera	sol		9493.5	380528064557.0811	0.20986286	13.91676 1	69.78961 1	40.08625 1	63.9279068 1
strouhal	sol		9493.5	393002417643.48425	0.21371928	5.05023	15.58690 2	80.80260	77.5793730 1
kowalski	sol		9493.5	412354323398.30084	0.12541123	4.92691 2	46.48273	07.39707 3	23.4416096 1
luginbuhl	sol		9493.5	335318017253.89874	0.19979481	6.72822 3	23.43625 1	32.14861	07.8256185 1
xanthomalitia	sol		9493.5	586707230867.699	0.03535907	8.61643 1	74.64895	93.29620 1	41.4799487 1
1985 rp1	sol		9493.5	339407080572.25134	0.17596749	5.71085 1	70.25543 3	26.91022 1	14.8433989 1
rosa-brusin	sol		9493.5	437089852605.3596	0.09042660	1.66166 2	82.36677	25.69238 1	85.8833605 1
1986 qs	sol		9493.5	416098099871.29083	0.16636596	8.66549	48.35266 1	59.93895 3	03.5841405 1
walsh	sol		9493.5	328144919032.1304	0.03596074	4.87328 2	67.51692 2	47.57556 2	54.8348680 1
somme	sol		9493.5	341003215053.68494	0.19753604	3.86645 1	73.98398 1	20.50603 2	64.4941086 1
lenau	sol		9493.5	442005608716.9875	0.10254795	1.97727 1	60.76091 1	83.98913 1	72.1508603 1
toynbee	sol		9493.5	364675462434.9564	0.18532022	2.04042 1	25.24298 3	44.88780 2	38.7801158 1
1987 yh	sol		9493.5	415683085458.39484	0.20414210	8.23461 2	50.83348	92.42364 1	76.4433583 1
choustnik	sol		9493.5	407162693853.3152	0.27061162	8.58125 3	09.79161 1	38.34124 1	74.1818874 1
1988 aa5	sol		9493.5	417901337644.9216	0.28472770	6.56455 2	92.35894	09.91076 1	64.1254692 1
1988 ff	sol		9493.5	413739330404.8156	0.17183128	9.14325 1	82.07805	70.06801	10.0371441 1
1988 td	sol		9493.5	365706879914.2846	0.19739768	1.49362	82.70537 2	69.23559 2	72.1377470 1
1988 tl	sol		9493.5	361974413040.31964	0.17197688	1.51751 1	96.52717 2	41.63875 2	66.9659611 1
yoshihide	sol		9493.5	333497141891.3125	0.22171955	3.18185 3	48.47348 3	30.97733 3	36.9270386 1
1990 bs	sol		9493.5	356126901550.8239	0.21347247	3.31835 3	58.13943 3	41.91014	37.2497090 1
kawazoe	sol		9493.5	450844030435.38837	0.37983159	5.84914	27.10620 2	53.08617 3	40.7396891 1
1990 qq1	sol		9493.5	468514515962.6853	0.24064025	15.47089	40.80305	93.35799 3	58.4855933 1
linnaeus	sol		9493.5	475516713576.96606	0.15274341	2.57361 1	99.16026 1	66.24820	54.6359575 1
galibina	sol		9493.5	460035413369.91876	0.20379893	0.53207 3	25.15686 1	42.45184	80.4601805 1
bosch	sol		9493.5	473900518021.07153	0.22697553	0.74182 2	60.00367	17.54129 1	77.8896158 1
susumuimoto	sol		9493.5	475756279607.105	0.16269735	2.63306 2	10.68658	48.82901 1	90.8913687 1
linnankoski	sol		9493.5	353131608104.3073	0.14092033	4.38179 2	91.66362 1	88.89270 1	92.6606645 1
1990 ye	sol		9493.5	468074099831.3445	0.15805250	1.91078	93.34087 1	6.71941	22.2622365 1
akasegawa	sol		9493.5	352578006223.9949	0.05233894	7.28102	41.01825 2	36.44276 1	07.5690781 1
1991 pn13	sol		9493.5	397599814526.4754	0.18724513	12.46561	35.41572 2	47.34316 3	91.7219682 1
buffon	sol		9493.5	364897630232.733	0.15257099	1.41421 2	18.39331 3	07.67453 1	51.3424697 1
kusaka	sol		9493.5	389504505270.9898	0.20701843	16.82235	87.12215 3	61.84027 1	33.8409786 1
1992 lp	sol		9493.5	337650966127.8911	0.18337382	2.93083 2	01.82047 2	43.95618 1	31.2064532 1
1992 pt2	sol		9493.5	343631948837.6254	0.14317800	3.94347 1	38.84263 1	44.84106 2	57.2016958 1
